LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Overall
60,60,60,56,58,58,58,56,55,55,55,55,47,47,47,55,40,38,38,38,40,39,39,39,39,39,40,63,64,52,49,56,40,33,27,53,70,63,61,62,53,55,69,66,85,50,60,12,62,54,68,59,30,13,16,11,13,15,13,12,62
61,61,61,56,58,58,58,56,53,53,53,54,44,44,44,54,39,35,35,35,39,38,36,36,36,38,28,65,62,37,45,64,34,30,26,62,72,77,67,53,67,63,66,70,73,41,40,16,59,44,56,56,35,11,11,10,6,5,14,13,62
57,57,57,61,60,60,60,61,59,59,59,60,53,53,53,60,48,43,43,43,48,46,38,38,38,46,54,62,33,56,58,68,57,53,46,60,79,77,71,50,58,64,46,60,61,61,28,29,50,57,58,47,33,32,28,12,15,12,11,6,62
61,61,61,60,60,60,60,60,60,60,60,61,56,56,56,61,50,47,47,47,50,47,41,41,41,47,45,57,57,58,62,59,55,57,52,59,75,78,74,62,79,59,53,91,66,59,52,30,62,55,59,51,32,20,25,6,12,12,10,15,62
61,61,61,58,59,59,59,58,57,57,57,57,52,52,52,57,45,44,44,44,45,43,43,43,43,43,53,64,61,62,48,62,42,55,38,62,53,53,60,58,50,63,58,62,73,59,58,23,62,42,60,52,24,37,20,10,15,9,8,15,62
58,58,58,61,59,59,59,61,58,58,58,60,52,52,52,60,46,41,41,41,46,43,36,36,36,43,58,63,41,58,54,64,63,61,47,60,77,75,72,54,73,56,65,61,46,55,46,17,58,49,57,51,30,27,22,7,5,10,13,7,62
61,61,61,58,59,59,59,58,57,57,57,56,49,49,49,56,41,38,38,38,41,39,36,36,36,39,40,65,60,53,55,64,47,32,35,61,63,68,62,58,63,64,69,53,64,52,30,20,59,50,57,48,22,18,15,11,14,14,9,14,62
60,60,60,58,59,59,59,58,57,57,57,57,50,50,50,57,43,40,40,40,43,41,36,36,36,41,39,64,58,53,50,60,48,39,37,61,72,75,56,57,60,57,53,72,65,56,42,25,60,48,55,57,21,18,14,11,13,9,15,8,62
61,61,61,61,60,60,60,61,60,60,60,61,56,56,56,61,48,46,46,46,48,46,41,41,41,46,53,63,59,61,38,64,45,33,58,65,70,71,66,61,66,63,65,70,69,56,33,22,51,50,51,52,32,27,23,12,12,14,9,16,62
61,61,61,59,61,61,61,59,60,60,60,58,55,55,55,58,45,45,45,45,45,42,40,40,40,42,36,63,50,60,55,62,58,38,48,61,73,65,59,63,61,67,50,64,73,60,50,22,55,60,57,54,28,24,24,9,11,10,6,10,62
60,60,60,55,57,57,57,55,54,54,54,53,47,47,47,53,38,36,36,36,38,37,34,34,34,37,30,64,70,51,52,58,44,26,33,59,68,68,63,52,65,64,65,69,71,59,35,17,51,44,60,43,15,11,11,10,10,13,11,16,62
57,57,57,61,59,59,59,61,60,60,60,60,53,53,53,60,45,41,41,41,45,43,35,35,35,43,62,55,58,61,51,60,43,39,57,62,78,76,71,54,69,49,39,37,39,51,30,18,57,60,48,59,23,28,23,11,12,14,8,14,62
61,61,61,57,59,59,59,57,56,56,56,55,49,49,49,55,40,38,38,38,40,38,38,38,38,38,36,60,60,49,46,61,52,37,34,63,64,70,67,57,49,63,83,57,80,55,45,20,62,48,68,50,18,19,14,12,13,16,10,13,62
60,60,60,56,58,58,58,56,55,55,55,53,47,47,47,53,38,35,35,35,38,37,34,34,34,37,33,66,59,45,57,55,32,31,29,61,62,69,62,65,68,58,72,52,57,52,50,16,63,47,57,49,12,18,15,12,8,12,13,12,62
61,61,61,60,60,60,60,60,61,61,61,59,59,59,59,59,53,55,55,55,53,53,54,54,54,53,57,60,63,64,61,60,59,58,61,56,66,53,65,61,44,66,68,53,71,64,69,48,61,66,58,62,30,50,53,6,16,16,6,8,62
61,61,61,62,61,61,61,62,58,58,58,60,50,50,50,60,46,40,40,40,46,43,37,37,37,43,55,61,51,53,55,66,61,68,38,55,84,81,81,57,87,67,83,65,56,59,53,21,63,48,67,55,20,23,22,8,9,8,10,9,62
61,61,61,57,60,60,60,57,59,59,59,56,53,53,53,56,39,40,40,40,39,37,35,35,35,37,32,63,60,58,55,65,38,28,51,62,53,45,58,67,66,61,69,50,58,60,26,17,67,48,61,47,30,11,19,11,13,9,13,14,62
60,60,60,55,58,58,58,55,57,57,57,54,52,52,52,54,41,43,43,43,41,40,42,42,42,40,27,68,69,58,47,47,36,26,47,60,69,71,73,56,63,65,70,67,78,52,65,16,45,64,66,53,32,18,17,14,8,12,9,12,62
60,60,60,52,55,55,55,52,50,50,50,50,42,42,42,50,37,34,34,34,37,36,37,37,37,36,33,66,73,40,58,50,35,29,27,55,63,66,53,48,53,59,65,63,70,53,46,12,66,39,47,49,31,16,14,13,15,15,9,13,62
60,60,60,56,59,59,59,56,56,56,56,55,49,49,49,55,41,40,40,40,41,40,39,39,39,40,30,58,63,57,33,58,46,30,35,62,71,71,59,57,54,67,51,57,76,40,38,18,57,53,62,53,29,20,17,13,9,7,9,7,62
60,60,60,62,60,60,60,62,60,60,60,63,57,57,57,63,52,49,49,49,52,50,45,45,45,50,62,59,59,64,43,67,52,33,61,63,70,74,73,55,67,63,59,75,63,47,50,32,58,50,52,56,33,34,31,5,13,7,12,13,62
61,61,61,57,58,58,58,57,56,56,56,55,50,50,50,55,40,38,38,38,40,39,36,36,36,39,43,68,68,60,46,55,49,43,36,58,59,57,59,56,61,61,60,55,65,63,35,19,59,50,61,53,16,19,21,11,6,9,7,13,62
61,61,61,57,58,58,58,57,55,55,55,57,53,53,53,57,54,52,52,52,54,53,55,55,55,53,48,58,61,48,36,52,38,29,37,61,71,73,64,60,32,66,84,85,85,58,90,48,63,49,64,56,29,49,39,16,15,11,16,16,62
61,61,61,59,61,61,61,59,60,60,60,56,52,52,52,56,39,39,39,39,39,37,35,35,35,37,37,67,56,61,64,72,52,41,45,58,62,54,57,57,69,70,58,39,63,62,30,18,52,60,70,48,23,14,23,6,8,10,10,10,62
61,61,61,59,59,59,59,59,57,57,57,58,50,50,50,58,46,41,41,41,46,44,41,41,41,44,57,62,59,51,46,58,42,46,38,63,71,70,60,60,63,57,69,57,84,56,33,21,60,49,61,63,16,35,27,14,9,9,10,11,62
60,60,60,57,58,58,58,57,56,56,56,54,49,49,49,54,43,43,43,43,43,43,43,43,43,43,29,64,60,53,53,56,59,32,34,59,74,75,76,54,75,61,70,57,64,58,68,40,59,45,55,60,18,32,19,10,9,13,13,13,62
61,61,61,58,58,58,58,58,54,54,54,56,48,48,48,56,45,42,42,42,45,45,43,43,43,45,44,64,65,44,58,67,54,51,53,65,78,79,69,63,76,69,75,32,41,58,52,28,46,27,49,43,20,45,34,11,9,14,11,16,62
60,60,60,58,59,59,59,58,56,56,56,56,47,47,47,56,41,37,37,37,41,40,36,36,36,40,31,62,58,46,41,58,53,32,29,60,80,84,79,57,60,58,68,65,58,55,37,16,63,49,66,49,38,14,13,9,10,14,6,13,62
60,60,60,62,61,61,61,62,60,60,60,61,51,51,51,61,46,42,42,42,46,44,40,40,40,44,45,57,53,59,51,61,46,43,45,61,94,93,92,57,85,58,82,61,59,48,58,18,60,49,57,55,38,20,16,14,8,8,15,8,62
56,56,56,61,59,59,59,61,58,58,58,60,50,50,50,60,44,38,38,38,44,41,31,31,31,41,58,58,42,51,47,71,53,42,49,62,81,78,77,50,85,66,45,50,30,46,30,23,54,51,57,51,20,22,19,10,7,6,14,7,62
60,60,60,61,62,62,62,61,60,60,60,60,52,52,52,60,44,40,40,40,44,42,38,38,38,42,45,57,62,50,49,64,50,35,36,64,74,71,64,63,71,55,76,67,55,56,40,15,65,64,59,60,38,16,17,12,7,13,15,9,61
57,57,57,60,60,60,60,60,60,60,60,59,54,54,54,59,45,41,41,41,45,42,34,34,34,42,54,55,42,58,60,62,61,56,52,60,72,70,76,61,75,64,44,48,31,58,38,23,60,59,60,53,29,25,22,7,12,6,9,10,61
59,59,59,57,58,58,58,57,55,55,55,54,46,46,46,54,39,35,35,35,39,37,33,33,33,37,31,59,54,49,55,60,39,34,29,62,64,71,76,60,72,57,68,59,55,51,35,10,67,40,62,44,28,13,13,6,8,14,5,7,61
60,60,60,60,61,61,61,60,60,60,60,58,54,54,54,58,44,44,44,44,44,41,40,40,40,41,50,59,55,60,55,65,61,66,45,63,65,61,75,57,69,60,67,45,61,57,67,38,64,57,61,59,24,17,17,15,16,9,15,9,61
57,57,57,61,60,60,60,61,60,60,60,62,57,57,57,62,55,53,53,53,55,54,49,49,49,54,58,48,47,62,49,66,56,54,54,70,67,72,66,55,71,64,56,65,53,44,48,33,59,58,55,62,57,44,46,12,11,8,8,12,61
60,60,60,55,57,57,57,55,54,54,54,52,45,45,45,52,38,35,35,35,38,37,37,37,37,37,33,61,67,47,45,55,32,28,25,57,64,67,68,57,64,59,66,48,72,49,37,17,64,48,58,52,32,14,12,11,8,14,9,7,61
60,60,60,55,57,57,57,55,56,56,56,54,52,52,52,54,42,43,43,43,42,40,41,41,41,40,40,64,63,55,44,55,44,40,47,61,63,48,64,56,57,68,68,63,73,61,60,24,56,51,71,54,30,21,18,16,12,14,10,12,61
60,60,60,53,57,57,57,53,53,53,53,51,47,47,47,51,42,43,43,43,42,41,46,46,46,41,28,61,68,45,44,57,32,28,24,60,49,65,56,58,52,62,65,58,74,47,64,24,62,54,56,51,53,28,20,7,5,14,13,11,61
60,60,60,59,59,59,59,59,58,58,58,59,53,53,53,59,50,47,47,47,50,49,47,47,47,49,42,60,59,53,55,55,54,42,41,56,78,76,78,69,83,47,88,76,61,44,64,23,67,57,56,53,36,38,36,10,15,9,8,7,61
57,57,57,60,60,60,60,60,59,59,59,60,54,54,54,60,47,41,41,41,47,44,34,34,34,44,56,59,45,54,50,68,47,43,42,65,65,68,66,49,77,66,46,67,33,48,31,31,57,63,55,47,22,28,23,14,6,14,5,8,61
61,61,61,61,60,60,60,61,58,58,58,59,53,53,53,59,51,47,47,47,51,49,48,48,48,49,64,67,61,59,60,62,69,49,35,60,61,64,70,59,64,62,64,63,65,59,46,25,57,53,67,53,54,46,27,12,7,16,6,15,61
59,59,59,60,60,60,60,60,59,59,59,58,53,53,53,58,50,48,48,48,50,49,45,45,45,49,32,61,38,57,51,64,32,29,30,57,85,83,82,59,81,61,60,66,59,57,70,61,59,51,63,49,13,36,32,9,12,7,8,5,61
58,58,58,61,61,61,61,61,60,60,60,59,52,52,52,59,43,38,38,38,43,41,32,32,32,41,40,64,53,56,53,67,57,45,40,65,75,84,75,54,78,61,58,54,32,61,30,16,45,62,67,56,21,22,19,6,9,8,7,7,61
57,57,57,58,57,57,57,58,56,56,56,60,55,55,55,60,58,54,54,54,58,57,52,52,52,57,63,57,52,64,34,54,43,39,55,62,74,72,67,56,58,60,67,78,58,37,56,43,55,43,50,55,45,47,53,11,12,7,6,7,61
60,60,60,62,61,61,61,62,61,61,61,61,54,54,54,61,45,41,41,41,45,42,38,38,38,42,48,61,54,62,49,75,48,32,46,62,69,69,69,58,68,53,75,55,62,50,33,22,59,53,50,52,21,24,21,14,9,9,6,14,61
59,59,59,55,57,57,57,55,54,54,54,54,49,49,49,54,40,37,37,37,40,38,32,32,32,38,30,65,59,53,49,55,30,34,45,55,69,68,54,60,79,60,65,70,59,53,31,19,59,41,55,58,11,12,17,6,7,12,6,6,61
59,59,59,56,58,58,58,56,55,55,55,55,49,49,49,55,43,40,40,40,43,42,38,38,38,42,46,62,64,54,48,55,49,47,36,60,63,69,58,54,63,64,64,54,56,56,28,24,58,50,60,49,30,24,25,15,12,13,12,6,61
59,59,59,54,56,56,56,54,54,54,54,52,48,48,48,52,39,38,38,38,39,38,37,37,37,38,34,69,70,55,51,53,45,38,34,54,59,57,49,56,67,59,63,58,57,56,31,16,57,49,66,48,34,22,16,13,9,14,6,15,61
60,60,60,57,58,58,58,57,56,56,56,56,49,49,49,56,42,39,39,39,42,40,37,37,37,40,47,60,60,51,57,61,52,40,38,58,64,74,66,55,65,63,67,72,73,58,47,14,56,50,57,49,23,21,13,14,5,14,7,5,61
59,59,59,56,58,58,58,56,56,56,56,56,52,52,52,56,46,44,44,44,46,43,41,41,41,43,40,58,56,56,60,55,48,34,43,58,67,64,64,61,64,59,73,77,71,53,41,31,62,50,61,54,34,20,18,9,15,12,13,11,61
59,59,59,60,59,59,59,60,58,58,58,58,50,50,50,58,41,36,36,36,41,39,31,31,31,39,52,63,65,60,47,65,48,59,51,53,73,77,79,58,89,59,69,47,31,56,32,13,56,48,65,46,17,15,13,12,13,12,11,8,61
59,59,59,61,60,60,60,61,59,59,59,61,56,56,56,61,53,51,51,51,53,50,47,47,47,50,59,59,45,59,50,62,43,34,55,59,73,72,69,60,70,60,71,75,64,47,72,43,64,50,48,49,45,30,28,5,10,10,8,9,61
60,60,60,55,57,57,57,55,55,55,55,54,48,48,48,54,39,38,38,38,39,38,37,37,37,38,31,65,61,52,47,58,36,25,40,61,69,66,61,49,54,62,73,59,72,56,27,14,57,45,58,41,31,18,17,15,15,14,11,16,61
58,58,58,60,59,59,59,60,58,58,58,59,52,52,52,59,50,46,46,46,50,48,45,45,45,48,61,61,43,53,56,64,55,44,48,60,74,73,64,58,78,62,70,51,58,52,38,30,54,53,62,59,61,32,30,12,10,13,11,7,61
62,62,62,59,60,60,60,59,58,58,58,56,49,49,49,56,40,37,37,37,40,38,35,35,35,38,39,65,62,54,55,65,49,63,35,64,63,69,64,53,55,67,37,44,67,60,30,19,57,52,48,55,20,20,15,7,10,13,13,10,61
60,60,60,53,56,56,56,53,54,54,54,53,49,49,49,53,41,43,43,43,41,40,43,43,43,40,33,59,63,57,52,44,25,22,35,57,67,65,49,60,65,66,74,64,86,45,72,24,60,53,56,50,22,21,18,9,8,13,13,13,61
59,59,59,49,53,53,53,49,50,50,50,47,44,44,44,47,36,37,37,37,36,36,42,42,42,36,23,57,80,49,42,48,27,27,21,44,45,54,50,64,24,61,61,59,95,57,53,18,63,48,50,45,21,18,24,5,6,11,10,12,61
59,59,59,60,59,59,59,60,59,59,59,59,53,53,53,59,47,44,44,44,47,45,41,41,41,45,59,58,54,58,46,58,60,61,56,55,74,79,84,61,71,61,84,59,66,55,64,23,58,54,44,61,21,28,25,15,16,8,15,8,61
59,59,59,60,59,59,59,60,59,59,59,60,56,56,56,60,50,47,47,47,50,49,44,44,44,49,58,55,58,63,47,63,45,45,54,59,67,76,63,54,51,63,56,68,67,60,27,25,56,56,52,41,41,43,25,13,14,9,5,6,61
60,60,60,57,59,59,59,57,57,57,57,55,51,51,51,55,43,41,41,41,43,42,40,40,40,42,44,64,62,55,45,60,45,33,38,58,60,61,69,60,63,66,68,57,60,61,40,23,57,54,63,58,35,23,22,13,12,11,6,14,61
59,59,59,60,60,60,60,60,59,59,59,60,53,53,53,60,49,44,44,44,49,46,40,40,40,46,52,58,52,54,46,62,58,55,50,58,84,81,72,53,68,59,69,74,65,51,49,29,60,57,57,58,25,26,28,5,8,8,10,12,61
60,60,60,59,59,59,59,59,55,55,55,56,47,47,47,56,42,35,35,35,42,40,33,33,33,40,46,67,59,44,57,66,39,51,35,63,74,73,70,61,77,62,64,52,44,51,29,23,52,40,63,50,22,14,17,10,11,10,10,14,61
57,57,57,60,58,58,58,60,58,58,58,60,52,52,52,60,45,41,41,41,45,42,36,36,36,42,60,58,49,56,44,63,45,32,46,56,80,74,77,53,72,51,60,66,66,55,42,26,55,59,56,50,30,14,11,10,7,14,9,8,61
59,59,59,55,56,56,56,55,53,53,53,53,45,45,45,53,41,39,39,39,41,40,42,42,42,40,31,59,62,47,49,63,36,28,25,60,69,76,69,47,49,66,71,59,73,43,70,19,55,42,59,57,35,23,18,8,7,13,12,10,61
60,60,60,55,57,57,57,55,53,53,53,53,43,43,43,53,38,34,34,34,38,37,36,36,36,37,30,61,63,48,58,56,35,26,25,55,83,84,68,51,58,62,73,51,74,57,62,11,52,46,59,48,20,11,18,14,14,5,11,10,61
56,56,56,61,59,59,59,61,61,61,61,61,59,59,59,61,54,54,54,54,54,52,48,48,48,52,48,51,34,64,52,65,48,37,61,65,79,67,80,59,59,60,59,67,62,61,52,43,48,60,48,55,45,43,42,5,14,14,7,6,61
59,59,59,57,58,58,58,57,56,56,56,55,48,48,48,55,41,39,39,39,41,40,37,37,37,40,37,60,57,58,48,55,38,28,28,59,80,72,66,55,55,58,41,49,64,43,60,21,62,51,52,48,27,15,19,11,13,5,13,11,61
60,60,60,60,59,59,59,60,59,59,59,60,53,53,53,60,46,44,44,44,46,44,41,41,41,44,62,60,60,62,54,58,42,32,52,59,70,68,73,61,68,63,73,63,74,52,41,19,55,57,65,55,49,12,14,8,14,12,8,12,61
60,60,60,58,58,58,58,58,55,55,55,56,47,47,47,56,41,36,36,36,41,39,35,35,35,39,55,64,54,50,60,59,31,30,33,58,67,71,62,60,66,69,67,44,59,56,26,16,56,48,57,51,34,19,10,13,11,14,8,11,61
60,60,60,58,59,59,59,58,58,58,58,58,54,54,54,58,45,45,45,45,45,43,40,40,40,43,46,65,58,60,56,54,62,51,53,60,69,67,66,60,71,59,73,61,49,62,51,31,58,53,62,54,42,17,14,13,11,7,5,11,61
60,60,60,62,61,61,61,62,61,61,61,61,53,53,53,61,45,41,41,41,45,43,36,36,36,43,56,60,50,57,56,69,57,46,54,68,79,78,78,51,67,64,51,39,53,51,33,24,53,55,54,51,26,21,26,7,7,7,11,6,61
59,59,59,58,59,59,59,58,57,57,57,56,52,52,52,56,48,46,46,46,48,48,47,47,47,48,38,65,50,47,52,54,45,35,43,54,74,78,71,64,70,63,84,56,61,61,62,37,58,60,51,55,24,45,43,10,8,8,11,12,61
59,59,59,58,58,58,58,58,56,56,56,56,48,48,48,56,40,36,36,36,40,38,34,34,34,38,44,66,53,53,48,60,43,51,36,68,70,72,56,48,71,54,67,52,58,50,41,13,59,42,48,59,18,18,17,13,9,10,14,12,61
60,60,60,57,58,58,58,57,57,57,57,57,52,52,52,57,47,45,45,45,47,46,45,45,45,46,49,61,68,56,51,56,50,42,50,51,68,68,67,58,62,60,81,68,68,58,42,22,60,58,67,56,55,22,29,12,14,10,9,6,61
59,59,59,60,59,59,59,60,57,57,57,58,48,48,48,58,40,34,34,34,40,37,31,31,31,37,50,62,50,51,42,63,34,30,31,63,80,80,75,49,66,60,76,55,67,51,33,11,58,54,59,43,13,13,10,7,9,12,11,9,61
56,56,56,60,59,59,59,60,59,59,59,60,57,57,57,60,55,52,52,52,55,53,47,47,47,53,60,55,47,65,54,67,53,48,57,65,73,62,68,48,79,63,48,57,43,51,45,47,53,51,61,50,43,45,46,8,6,5,11,6,61
58,58,58,61,60,60,60,61,59,59,59,60,54,54,54,60,50,46,46,46,50,48,41,41,41,48,60,54,44,55,49,60,55,54,48,62,80,77,71,58,72,66,39,55,58,62,36,43,57,56,56,54,36,29,27,9,13,8,9,8,61
60,60,60,62,61,61,61,62,60,60,60,61,53,53,53,61,46,41,41,41,46,44,36,36,36,44,54,63,51,59,57,66,42,43,51,60,77,79,62,60,92,60,65,61,37,59,38,12,57,53,64,51,52,16,17,13,5,9,13,13,61
59,59,59,54,57,57,57,54,55,55,55,52,51,51,51,52,40,41,41,41,40,38,38,38,38,38,29,59,62,57,61,58,47,44,44,61,55,50,54,49,48,71,50,59,71,69,42,28,58,49,64,58,32,13,20,7,15,12,14,11,61
60,60,60,55,57,57,57,55,54,54,54,54,47,47,47,54,41,39,39,39,41,40,40,40,40,40,28,59,60,50,48,56,42,32,34,56,74,78,63,64,67,60,68,64,84,49,40,12,53,48,70,58,35,19,18,13,8,5,13,8,61
59,59,59,59,59,59,59,59,59,59,59,57,52,52,52,57,40,38,38,38,40,37,33,33,33,37,35,64,47,57,58,67,51,36,49,59,68,65,79,53,73,62,58,65,68,60,28,12,56,55,65,58,17,18,18,13,12,14,12,8,61
59,59,59,51,54,54,54,51,50,50,50,49,44,44,44,49,37,37,37,37,37,37,37,37,37,37,32,71,58,45,46,41,30,28,32,55,61,52,56,55,70,71,65,50,61,45,53,22,65,42,52,52,23,21,22,14,11,7,10,9,61
59,59,59,56,57,57,57,56,55,55,55,56,51,51,51,56,47,46,46,46,47,46,46,46,46,46,46,63,54,49,39,59,35,37,47,60,65,67,57,53,69,60,78,64,84,57,46,37,59,45,43,58,20,41,33,8,14,13,11,6,61
59,59,59,55,57,57,57,55,54,54,54,54,48,48,48,54,42,41,41,41,42,40,40,40,40,40,39,62,52,48,54,56,44,42,37,59,66,61,56,48,54,66,64,66,79,58,54,22,64,46,57,52,28,26,23,9,16,7,15,16,61
60,60,60,57,59,59,59,57,56,56,56,55,49,49,49,55,40,37,37,37,40,38,33,33,33,38,31,60,55,52,54,58,43,31,34,60,75,73,59,58,67,71,60,63,55,58,45,17,58,49,65,43,16,18,10,11,5,11,8,11,61
60,60,60,57,59,59,59,57,56,56,56,56,47,47,47,56,41,37,37,37,41,39,35,35,35,39,33,63,56,54,42,56,43,29,31,60,80,83,58,48,74,64,66,68,56,59,56,12,58,47,68,57,30,13,12,13,13,15,13,16,61
60,60,60,58,59,59,59,58,57,57,57,57,51,51,51,57,43,41,41,41,43,41,39,39,39,41,38,63,58,58,48,56,43,30,37,65,72,66,58,53,62,57,74,62,65,47,31,17,62,52,62,50,44,20,12,14,12,13,14,16,61
60,60,60,54,56,56,56,54,54,54,54,53,49,49,49,53,39,41,41,41,39,39,41,41,41,39,30,62,70,54,55,52,32,24,47,59,66,67,57,47,39,54,61,58,84,54,54,20,60,47,65,60,22,22,19,8,10,13,10,8,61
59,59,59,62,61,61,61,62,61,61,61,62,56,56,56,62,48,44,44,44,48,44,37,37,37,44,59,68,42,65,46,62,40,34,52,65,66,63,60,62,62,52,50,62,56,47,38,25,62,57,58,58,22,23,28,11,14,12,14,13,61
60,60,60,57,58,58,58,57,55,55,55,56,49,49,49,56,46,43,43,43,46,44,44,44,44,44,37,55,63,54,43,67,31,28,27,64,77,78,54,58,44,60,64,67,84,51,54,20,46,44,51,49,37,29,19,11,11,9,11,9,61
59,59,59,54,56,56,56,54,53,53,53,53,50,50,50,53,51,52,52,52,51,52,55,55,55,52,21,63,64,58,46,56,21,23,33,61,70,69,60,59,37,45,49,54,79,21,57,53,61,37,40,56,34,53,56,12,8,7,10,14,61
59,59,59,53,56,56,56,53,53,53,53,52,46,46,46,52,38,38,38,38,38,36,39,39,39,36,32,60,62,54,49,55,35,31,28,54,60,57,54,59,47,64,77,69,83,56,82,10,59,43,52,44,17,12,19,10,8,13,14,8,61
60,60,60,58,59,59,59,58,59,59,59,57,55,55,55,57,46,46,46,46,46,44,43,43,43,44,35,60,54,60,60,61,62,37,50,62,61,66,65,57,57,65,65,60,67,57,45,33,59,55,56,56,23,33,31,7,6,5,12,12,61
58,58,58,60,59,59,59,60,58,58,58,61,56,56,56,61,58,55,55,55,58,58,55,55,55,58,58,52,57,61,51,64,46,48,55,62,77,79,68,55,64,58,66,72,64,44,50,41,54,52,49,47,57,54,52,6,14,5,12,14,61
60,60,60,55,57,57,57,55,54,54,54,53,47,47,47,53,39,38,38,38,39,38,38,38,38,38,37,65,64,52,50,51,41,40,37,53,68,69,53,58,59,58,61,48,67,58,44,19,60,49,65,57,22,22,18,7,9,14,11,11,61
59,59,59,58,60,60,60,58,58,58,58,57,52,52,52,57,41,39,39,39,41,39,34,34,34,39,45,65,62,57,53,61,40,51,45,60,61,57,58,59,60,57,65,55,45,60,35,14,61,57,55,54,19,22,23,12,10,6,15,11,61
59,59,59,56,58,58,58,56,55,55,55,54,50,50,50,54,46,46,46,46,46,46,48,48,48,46,35,62,64,45,40,59,41,31,45,55,70,66,59,60,57,55,65,51,56,62,59,32,65,49,72,58,51,40,34,11,14,12,6,14,61
59,59,59,57,58,58,58,57,56,56,56,54,47,47,47,54,40,37,37,37,40,39,36,36,36,39,32,65,60,51,46,63,41,32,36,58,70,74,66,57,62,59,58,50,56,57,31,20,54,46,65,52,34,15,17,6,5,13,8,13,61
59,59,59,56,58,58,58,56,56,56,56,55,50,50,50,55,41,39,39,39,41,40,37,37,37,40,41,65,62,60,47,55,41,37,38,55,64,63,55,54,48,62,66,62,67,55,41,12,58,53,65,55,18,25,24,5,15,6,11,10,61
60,60,60,55,58,58,58,55,55,55,55,53,48,48,48,53,39,38,38,38,39,38,38,38,38,38,34,71,67,55,49,65,48,36,38,52,54,54,56,61,61,57,62,43,61,58,30,13,54,49,68,46,35,22,23,6,5,12,14,9,61
55,55,55,61,59,59,59,61,60,60,60,60,55,55,55,60,48,45,45,45,48,45,39,39,39,45,60,58,35,61,43,65,55,23,58,64,73,67,81,43,73,65,68,46,38,57,51,25,55,60,26,61,38,35,33,11,11,15,7,11,61
60,60,60,53,56,56,56,53,53,53,53,52,47,47,47,52,41,41,41,41,41,41,42,42,42,41,33,59,65,48,57,49,49,28,34,61,72,56,71,54,47,67,61,68,83,52,60,23,59,44,62,50,23,25,23,10,13,16,13,15,61
58,58,58,60,60,60,60,60,60,60,60,61,59,59,59,61,57,55,55,55,57,56,53,53,53,56,63,48,56,63,42,63,53,61,55,64,62,66,64,62,66,58,65,62,59,56,52,46,60,59,52,61,42,54,51,13,12,13,8,11,61
55,55,55,61,58,58,58,61,58,58,58,62,54,54,54,62,55,49,49,49,55,54,47,47,47,54,57,42,63,56,44,68,45,44,54,58,92,92,90,55,91,41,72,78,58,40,51,42,53,53,39,55,41,28,38,6,7,8,13,9,61
59,59,59,54,56,56,56,54,53,53,53,52,47,47,47,52,40,39,39,39,40,39,38,38,38,39,29,67,57,53,52,55,38,33,31,58,65,67,71,50,68,63,68,63,68,56,51,20,55,40,55,47,22,27,17,5,9,12,12,11,61
59,59,59,59,58,58,58,59,56,56,56,58,50,50,50,58,48,43,43,43,48,47,42,42,42,47,57,58,55,55,56,58,63,42,42,62,77,75,79,58,73,58,46,53,68,44,44,29,59,44,58,47,24,30,35,8,6,9,9,13,61
59,59,59,58,59,59,59,58,56,56,56,56,47,47,47,56,39,34,34,34,39,36,30,30,30,36,38,65,55,51,52,63,55,41,35,62,76,70,68,51,62,60,66,54,43,54,33,14,60,45,50,50,16,12,14,15,7,11,6,12,61
59,59,59,54,56,56,56,54,53,53,53,52,49,49,49,52,44,43,43,43,44,43,44,44,44,43,42,67,65,49,49,48,39,39,45,55,58,50,57,60,62,62,70,54,62,58,42,35,65,44,70,55,39,29,28,7,7,9,6,12,61
60,60,60,52,56,56,56,52,52,52,52,52,48,48,48,52,41,42,42,42,41,40,42,42,42,40,26,62,67,48,54,53,44,26,40,59,63,67,52,48,48,66,67,68,76,41,56,32,60,48,63,56,32,19,19,14,10,13,10,7,61
59,59,59,53,56,56,56,53,53,53,53,52,49,49,49,52,41,41,41,41,41,40,40,40,40,40,38,67,66,50,40,49,41,38,41,56,56,53,56,56,55,63,68,58,70,56,35,25,61,49,66,48,31,25,23,8,7,8,14,11,61
60,60,60,58,57,57,57,58,55,55,55,55,49,49,49,55,42,41,41,41,42,41,41,41,41,41,54,62,63,57,61,54,42,37,53,57,74,70,72,50,59,58,77,33,68,58,54,20,60,41,57,52,31,24,23,11,8,11,12,15,61
59,59,59,63,61,61,61,63,60,60,60,61,52,52,52,61,45,39,39,39,45,42,34,34,34,42,55,62,43,57,45,64,37,33,47,58,85,83,79,61,73,61,80,54,53,55,26,18,59,56,54,48,26,17,18,14,7,9,9,9,61
